TransactionID,AccountID,TransactionDate,Amount,Balance,TransactionMethod
2610792,8625,2020-11-13 00:00:00,8151,27522.8008,6
40611,132,2019-12-07 00:00:00,25600,49443.3984,4
435603,1480,2021-06-12 00:00:00,3425.2,22248.6992,6
791562,2699,2021-11-12 00:00:00,4816,86512.8984,6
829347,2824,2020-07-09 00:00:00,7289,75664.3984,6
829593,2824,2017-05-18 00:00:00,9300,30203.9004,4
1946023,6592,2021-09-02 00:00:00,19320,89415,2
1962838,6649,2018-12-08 00:00:00,34601,61101,1
2042553,6924,2017-06-07 00:00:00,36536,36836,3
2042875,6924,2020-03-31 00:00:00,14.6,30414.6992,4
2042918,6924,2019-04-21 00:00:00,11900,27520.8008,4
2044652,6930,2019-04-12 00:00:00,24193,58506.8984,1
2044941,6930,2021-09-12 00:00:00,23900,39199.1016,4
2052073,6950,2020-06-09 00:00:00,8900,40428.1992,4
2078233,7045,2020-06-30 00:00:00,14.6,51116,4
2307880,7614,2019-10-07 00:00:00,40072,100144.7969,3
2308068,7614,2020-11-30 00:00:00,14.6,49566.1992,4
2343807,7733,2020-11-30 00:00:00,30,89259.5,4
2347173,7745,2021-01-05 00:00:00,10160,15775.2998,6
2349749,7753,2019-05-20 00:00:00,35664,118959.5,1
2350114,7753,2018-09-26 00:00:00,5600,45060.3984,4
2350165,7753,2021-07-12 00:00:00,41000,70444.8984,4
2363901,7795,2021-05-28 00:00:00,43312,119091.7969,1
2364156,7795,2021-09-16 00:00:00,17200,67335,4
3623848,2824,2020-01-31 00:00:00,263.4,55178.3984,1
3623863,2824,2021-04-30 00:00:00,335.7,80231.3984,1
99047,339,2019-09-12 00:00:00,46807,47207,3
498275,1698,2019-11-30 00:00:00,720,30434.8008,4
498342,1698,2020-11-04 00:00:00,7200,39024.3984,4
516831,1766,2018-09-28 00:00:00,10400,37392.3984,4
1752794,5944,2021-01-31 00:00:00,14.6,48477.3984,4
1754324,5952,2017-06-09 00:00:00,3028,31142,6
1777983,6030,2017-01-21 00:00:00,21700,44874.3984,4
1787181,6062,2019-12-07 00:00:00,56068,114077.2031,3
1787385,6062,2021-04-30 00:00:00,14.6,52235.5,4
1814775,6148,2019-01-04 00:00:00,1800,52239.8008,4
1814929,6148,2019-05-15 00:00:00,8300,53914.5,4
1850419,6265,2020-12-12 00:00:00,3639.5,28146,6
1852885,6273,2020-09-09 00:00:00,8554,55861.3984,1
1853191,6273,2019-10-03 00:00:00,30600,54648.1992,4
1907564,6461,2019-12-31 00:00:00,14.6,62806.6016,4
1907607,6461,2020-11-09 00:00:00,8300,40449.8984,1
3548713,544,2021-02-28 00:00:00,209.8,44642.1992,1
3552693,675,2019-11-30 00:00:00,151.7,39145.5,1
3554104,718,2021-01-31 00:00:00,102.3,21520.1992,1
3558064,846,2021-02-28 00:00:00,359.1,75845.1016,1
3562239,960,2018-07-31 00:00:00,216.9,37848.3008,1
82477,276,2021-08-02 00:00:00,3900,62900.3008,4
634308,2167,2020-04-12 00:00:00,5922,58009,6
634315,2167,2020-11-12 00:00:00,5922,84334.3984,6
634358,2167,2018-06-12 00:00:00,7094,45574.6992,6
634435,2167,2019-07-12 00:00:00,5160,43463.1016,4
648946,2218,2021-03-31 00:00:00,14.6,63798.1992,4
649014,2218,2021-11-05 00:00:00,44700,82537.5,4
651836,2227,2018-02-11 00:00:00,44800,58623.1992,4
2788940,9235,2021-11-12 00:00:00,1735,63070.8008,6
2798052,9265,2018-09-12 00:00:00,4017,68587.7031,6
2798188,9265,2016-08-31 00:00:00,14.6,96755.1016,4
2820215,9337,2016-09-13 00:00:00,900,900,1
2820308,9337,2018-01-12 00:00:00,2172,14760.2002,6
2833799,9377,2021-10-03 00:00:00,24435,116681.3984,1
2847215,9422,2020-05-21 00:00:00,21399,55642.8984,2
2872053,9504,2020-04-05 00:00:00,37085,66620.1016,3
2956215,9790,2019-04-23 00:00:00,45901,77851.8984,1
2963754,9814,2021-06-30 00:00:00,30,62877.6992,4
2976406,9859,2020-04-19 00:00:00,3900,40965.8008,4
2976593,9859,2020-02-22 00:00:00,3900,45782.6992,4
2979295,9869,2021-03-12 00:00:00,5526,59485.8008,6
2979449,9869,2019-03-08 00:00:00,7300,49725,4
3036057,10065,2020-04-10 00:00:00,18773,47637.6992,1
3039584,10079,2021-06-10 00:00:00,22612,45197.8984,1
3039865,10079,2017-05-28 00:00:00,21400,83383.2969,4
876556,2986,2020-09-10 00:00:00,1390,59000.8984,6
878961,2994,2019-09-12 00:00:00,19069,62891.3008,1
879004,2994,2020-04-14 00:00:00,3217,55720.3984,6
1197332,4099,2019-07-10 00:00:00,18144,44582,1
1268149,4337,2021-03-31 00:00:00,14.6,63996,4
1269763,4342,2019-11-19 00:00:00,37872,83004.7969,1
3491824,7733,2020-07-31 00:00:00,411.8,82311.3984,1
3493253,7861,2020-06-30 00:00:00,326.8,62118.8008,1
3496857,8129,2020-07-31 00:00:00,222.1,58525.8008,1
3497333,8173,2018-10-31 00:00:00,174.1,43368.8984,1
3501313,8533,2021-08-31 00:00:00,351.4,74027.5,1
3502501,8625,2019-12-31 00:00:00,117.1,67695.8984,1
3514830,9790,2021-10-31 00:00:00,377.8,107912.3984,1
3526237,10954,2021-05-31 00:00:00,171.4,36662.3984,1
3527495,11079,2020-03-31 00:00:00,372.3,92211.1016,1
3538011,226,2020-04-30 00:00:00,104,32943.1992,1
274388,940,2020-09-30 00:00:00,14.6,51121.6992,4
688086,2350,2020-10-06 00:00:00,39827,78315.7031,1
966460,3293,2021-09-14 00:00:00,58,80383.1016,6
1437064,4894,2020-08-31 00:00:00,14.6,73111.7969,4
1437098,4894,2018-01-11 00:00:00,5500,38095.8984,4
1453963,4949,2019-11-13 00:00:00,5700,30939,4
1467344,4999,2020-10-06 00:00:00,27531,56000.3984,3
1519601,5180,2021-09-12 00:00:00,4897,98792.2031,6
1530406,5213,2020-10-05 00:00:00,46714,93204.8984,3
1530635,5213,2021-01-04 00:00:00,6800,9959.7002,1
1530983,5215,2016-07-01 00:00:00,200,200,1
1531333,5215,2021-02-10 00:00:00,870,65985.7969,6
1531426,5215,2020-01-07 00:00:00,13440,41729.8984,4
1531460,5215,2020-01-24 00:00:00,720,49139.8984,4
1602741,5442,2016-10-08 00:00:00,2070,35487.6016,6
1652532,5602,2019-12-12 00:00:00,6900,27553.9004,4
1657251,5622,2017-10-15 00:00:00,8800,53146.6016,4
1657319,5622,2017-06-07 00:00:00,6327,54256.3984,6
1657378,5622,2016-05-14 00:00:00,573,35931.8008,6
1657464,5622,2018-04-18 00:00:00,10459,38338.3008,2
1657557,5622,2018-09-09 00:00:00,6300,36129,4
3592061,1862,2018-05-31 00:00:00,79.1,34689.1016,1
196383,666,2019-09-07 00:00:00,3936,35484.6016,6
196605,666,2019-08-12 00:00:00,11800,43813.6016,4
198917,675,2019-06-06 00:00:00,1900,29552.9004,4
198967,675,2019-01-23 00:00:00,3000,16672.6992,4
211650,718,2019-06-01 00:00:00,4500,24500,1
241456,825,2019-06-29 00:00:00,4700,60421.6016,4
241576,825,2020-04-30 00:00:00,500,26407.3008,1
3098480,10280,2021-01-12 00:00:00,5802.2998,28838.5996,6
3136872,10411,2021-09-12 00:00:00,5142,53449.3008,6
3136999,10411,2020-04-05 00:00:00,2323,61247,6
3170230,10520,2020-12-12 00:00:00,6959.7998,62533.6016,6
3170348,10520,2019-11-30 00:00:00,100,63138.6016,4
3213278,10663,2021-01-12 00:00:00,7223.2002,43603.6016,6
3213287,10663,2021-10-12 00:00:00,7223.2002,47538.1016,6
3235569,10738,2021-12-10 00:00:00,8042,97329.3984,6
3235637,10738,2019-01-13 00:00:00,9600,21724.8008,4
3235824,10738,2019-05-31 00:00:00,10300,23083.8008,1
3281984,10905,2020-06-06 00:00:00,13722,52926.5,1
3281985,10905,2020-07-06 00:00:00,9148,49784.6992,1
3282104,10905,2021-06-12 00:00:00,1190,53129.8008,6
3297032,10954,2020-12-12 00:00:00,312,48487.6016,6
3314797,11013,2018-05-10 00:00:00,756,49442.6992,6
3314916,11013,2016-12-23 00:00:00,9785,41590.3984,2
3315052,11013,2017-06-30 00:00:00,30,77255.8984,4
3315129,11013,2017-12-06 00:00:00,5400,32062.4004,4
3335949,11079,2019-06-14 00:00:00,10200,50267.3984,4
3353743,11138,2020-06-07 00:00:00,20048,79642.1016,1
3353971,11138,2019-11-10 00:00:00,29300,53687.1992,4
3369129,11186,2018-08-09 00:00:00,39247,78507.6016,3
3369341,11186,2020-01-11 00:00:00,1500,88882.2031,4
3369460,11186,2019-11-13 00:00:00,20600,57155.1016,4
3423018,11359,2020-09-06 00:00:00,4518,17069.3008,6
3423059,11359,2019-02-11 00:00:00,254,8615.9004,6
3423154,11359,2021-01-03 00:00:00,1800,30389.5996,5
3423222,11359,2019-12-31 00:00:00,14.6,36407.8008,4
3423290,11359,2021-06-12 00:00:00,16600,36221.3984,4
246438,846,2021-01-28 00:00:00,6600,58958.8008,4
246488,846,2021-11-30 00:00:00,14.6,59998.3984,4
246531,846,2021-11-24 00:00:00,12400,59795.5,1
547240,1862,2021-05-31 00:00:00,30,61457,4
547274,1862,2020-08-02 00:00:00,9800,46024.1016,4
547281,1862,2021-01-29 00:00:00,3500,50898.8008,5
548804,1869,2021-04-30 00:00:00,14.6,80568.3984,4
550980,1876,2021-06-17 00:00:00,11200,34347.6992,1
1275238,4361,2021-11-30 00:00:00,14.6,89713.3984,4
1305051,4456,2021-12-22 00:00:00,6900,66702.5,4
1319011,4503,2020-03-12 00:00:00,2819.8,34862.1016,6
1340951,4580,2019-11-25 00:00:00,10200,26855.1992,4
3477663,8931,2021-08-31 00:00:00,234.3,62687.1992,1
3478683,9093,2021-08-31 00:00:00,199.1,52454.3008,1
3667628,4894,2021-11-30 00:00:00,352.9,91799.7031,1
3668036,4949,2020-11-30 00:00:00,236.8,44549.1992,1
3670883,5442,2019-02-28 00:00:00,162.1,42079.5,1
3674004,6030,2018-09-30 00:00:00,148,35532.3984,1
3674011,6030,2019-04-30 00:00:00,180.1,42154.6992,1
3674614,6148,2020-02-28 00:00:00,273.8,71929.7969,1
3675974,6363,2016-11-30 00:00:00,136.9,36852.3008,1
3676010,6363,2019-11-30 00:00:00,194.3,46529.3984,1
3677139,6592,2021-07-31 00:00:00,301,83134.6016,1
3678916,6924,2020-10-31 00:00:00,166.9,29199.8008,1
3678951,6930,2018-05-31 00:00:00,284.4,68712.2969,1
3682130,5213,2021-08-31 00:00:00,151,28500.5996,1
602369,2051,2018-11-08 00:00:00,900,900,1
894508,3050,2016-08-08 00:00:00,41445,99061.1016,3
894509,3050,2016-09-08 00:00:00,41445,102312.7969,3
894628,3050,2020-08-13 00:00:00,5000,70117.6016,4
895052,3050,2020-08-31 00:00:00,14.6,36602.6992,4
895104,3050,2019-03-23 00:00:00,18700,51269.6992,4
928938,3166,2020-03-12 00:00:00,3702.8,29679.6992,6
929159,3166,2021-03-31 00:00:00,14.6,70667.8984,4
2393213,7894,2020-12-30 00:00:00,3900,45551.1992,5
2393248,7894,2019-05-31 00:00:00,14.6,46332.6992,4
2412256,7957,2020-08-08 00:00:00,6164,65383.3984,6
2412461,7957,2019-09-01 00:00:00,4100,36125.6016,4
2438363,8039,2019-12-08 00:00:00,1074,20719.9004,6
2464793,8129,2018-11-05 00:00:00,6184,33553.1016,6
2465065,8129,2020-07-05 00:00:00,17100,39767.6992,4
2477205,8173,2018-12-05 00:00:00,61260,102243.3984,3
2477544,8173,2016-12-05 00:00:00,30100,90923.5,4
2523534,8327,2021-05-27 00:00:00,48709,93522.3984,1
2572273,8492,2017-06-29 00:00:00,1000,1000,1
2572621,8492,2020-06-13 00:00:00,2700,36069.3008,1
2583255,8533,2019-12-02 00:00:00,14400,73913.7969,4
2586376,8547,2020-04-15 00:00:00,15882,99854.2969,1
2586428,8547,2021-05-12 00:00:00,4806.5,19756.1992,6
2611028,8625,2018-08-24 00:00:00,49500,84647.3984,4
30095,97,2021-05-12 00:00:00,8573,35884.3008,6
30138,97,2020-01-31 00:00:00,14.6,19762.6992,4
30145,97,2020-08-31 00:00:00,14.6,39703.5,4
40610,132,2019-11-07 00:00:00,28400,50507.6016,4
791696,2699,2020-06-27 00:00:00,9600,44436.6016,4
791703,2699,2021-11-20 00:00:00,7200,57688.8984,4
829220,2824,2016-10-20 00:00:00,800,800,1
829281,2824,2021-01-07 00:00:00,15285,81798.5,1
829629,2824,2020-05-02 00:00:00,3000,61102.1992,4
1946074,6592,2020-01-31 00:00:00,14.6,55833.6016,4
2052016,6950,2021-01-07 00:00:00,720,51459.6016,4
2052083,6950,2021-04-05 00:00:00,3000,70235.6016,4
2308125,7614,2021-06-22 00:00:00,17500,39913.6992,4
2315088,7637,2021-06-08 00:00:00,36160,38218.6016,4
2315158,7637,2020-09-13 00:00:00,100,44420.8008,4
2340337,7721,2021-01-27 00:00:00,7800,13456.0996,4
3600264,2116,2021-11-30 00:00:00,163.1,25311.5996,1
3629662,2994,2021-02-28 00:00:00,214.8,50238.6992,1
99283,339,2020-06-12 00:00:00,36900,62781.6016,4
1736889,5891,2016-11-30 00:00:00,14.6,39020.3984,4
1736983,5891,2018-11-11 00:00:00,1200,32262.3008,4
1752795,5944,2021-02-28 00:00:00,14.6,49788,4
1754409,5952,2018-07-08 00:00:00,1374,60331.1016,6
1754613,5952,2017-08-22 00:00:00,7441,30363.5,2
1754732,5952,2018-09-30 00:00:00,14.6,47525,4
1787224,6062,2020-07-11 00:00:00,4300,78487.5,4
1787351,6062,2021-02-09 00:00:00,13200,45829.8984,4
1814580,6148,2020-10-13 00:00:00,23038,90402.3984,1
1814818,6148,2020-02-03 00:00:00,2000,61965,5
1817717,6157,2020-01-26 00:00:00,21079,94040.8984,1
1876196,6353,2017-06-05 00:00:00,586,26313,6
1876399,6353,2020-06-18 00:00:00,25280,36009.3984,4
1876434,6353,2019-01-22 00:00:00,1080,41079,4
1876553,6353,2017-06-24 00:00:00,16700,40263.5,4
1879494,6363,2018-10-12 00:00:00,1459,49433.8984,6
1879613,6363,2018-11-30 00:00:00,14.6,45790,4
1879647,6363,2021-09-30 00:00:00,14.6,82131.8984,4
1879680,6363,2019-02-17 00:00:00,9400,42305.1992,4
1879698,6363,2020-08-10 00:00:00,7700,57242.6992,4
651643,2227,2018-12-11 00:00:00,13386,21531.8008,6
651716,2227,2020-12-19 00:00:00,24435,45455.8008,2
651751,2227,2018-07-14 00:00:00,8100,59803,4
662668,2262,2020-12-22 00:00:00,30274,108993.2031,1
662804,2262,2020-10-06 00:00:00,42600,58570.8008,4
667657,2279,2020-08-31 00:00:00,30,38141.3984,4
947470,3229,2021-11-11 00:00:00,6411,20402.8008,6
947556,3229,2019-09-30 00:00:00,14.6,87493.5,4
2698844,8931,2020-02-12 00:00:00,24054,50854.5,1
2747369,9093,2020-06-12 00:00:00,3155,74663,6
2747488,9093,2017-08-31 00:00:00,14.6,24278,4
2797789,9265,2017-12-18 00:00:00,11872,29594.0996,1
2820403,9337,2021-01-13 00:00:00,4800,58730.8008,4
2820537,9337,2020-12-31 00:00:00,14.6,77330.7969,4
2833756,9377,2018-12-03 00:00:00,18849,69467.5,1
2833824,9377,2019-03-09 00:00:00,4000,25732,4
2868177,9491,2019-11-13 00:00:00,43825,103864.6016,3
2872097,9504,2020-12-12 00:00:00,5688,77431.5,6
2956274,9790,2019-02-17 00:00:00,2100,31167.5,4
2956325,9790,2019-05-07 00:00:00,9210,66346.7969,6
2956631,9790,2021-01-27 00:00:00,8100,58520.3984,1
2956646,9790,2021-10-24 00:00:00,3000,93664.7031,1
2963584,9814,2021-11-29 00:00:00,47924,167777.5,1
2963704,9814,2020-12-25 00:00:00,6900,52788.8008,4
2979380,9869,2018-09-30 00:00:00,14.6,54756.8984,4
3022633,10022,2021-06-08 00:00:00,20100,64193,4
162958,544,2021-03-17 00:00:00,3247,42103.3984,2
162990,544,2019-08-08 00:00:00,13500,31189.8008,4
163026,544,2020-01-31 00:00:00,14.6,54297.3984,4
464355,1580,2019-05-15 00:00:00,42114,80150.7031,1
875332,2982,2020-01-13 00:00:00,226,63107.6992,6
1197521,4099,2020-01-02 00:00:00,2760,32995.8008,4
1267876,4337,2018-04-29 00:00:00,9400,107498.8984,1
1267883,4337,2019-02-22 00:00:00,7392,85817.7031,1
3491706,7721,2021-01-31 00:00:00,105.1,18661.1992,1
3495514,8039,2019-06-30 00:00:00,207.1,23215.3008,1
3496856,8129,2020-06-30 00:00:00,226.9,63066.3008,1
3498234,8260,2018-03-31 00:00:00,179.9,38880.5,1
3511971,9504,2019-04-30 00:00:00,187.4,54079.8984,1
3517465,10065,2019-12-31 00:00:00,290.3,114438,1
3517625,10079,2017-12-31 00:00:00,272.6,69120.2969,1
3522293,10520,2018-11-30 00:00:00,175,47082,1
3451492,5213,2020-01-31 00:00:00,6,,4
29955,97,2021-09-10 00:00:00,1436,38978.1992,6
30022,97,2021-04-05 00:00:00,3,43545.3984,6
30089,97,2020-11-12 00:00:00,8573,34788.3984,6
34102,110,2021-02-13 00:00:00,23438,52912,1
435726,1480,2021-06-23 00:00:00,2600,24848.6992,1
587659,2000,2021-10-10 00:00:00,48,65247.5,6
587752,2000,2021-02-28 00:00:00,14.6,42811.3008,4
829412,2824,2019-12-12 00:00:00,841,73102.1016,6
1946095,6592,2021-10-31 00:00:00,14.6,54471.6016,4
2307867,7614,2018-09-07 00:00:00,40072,71704.3984,3
2315145,7637,2021-11-30 00:00:00,14.6,60170.6992,4
2343828,7733,2020-03-05 00:00:00,26000,41458.3008,4
2363907,7795,2021-02-13 00:00:00,49845,87452.2969,1
2364042,7795,2021-07-31 00:00:00,10500,78368.1016,4
2364109,7795,2019-02-28 00:00:00,20500,41533.6016,4
3600234,2116,2019-05-31 00:00:00,57.5,32984.5,1
3626750,2910,2021-11-30 00:00:00,145.8,28080.4004,1
648867,2218,2021-01-29 00:00:00,2400,27825.5,5
662688,2262,2021-02-06 00:00:00,27672,67077.6016,1
2747196,9093,2018-01-09 00:00:00,1311,37759.8008,6
2747305,9093,2021-02-07 00:00:00,2617,75997.7969,6
2747568,9093,2018-11-03 00:00:00,13800,42647.8984,4
2788893,9235,2021-12-09 00:00:00,23547,80274.2031,1
2820336,9337,2020-05-10 00:00:00,1800,53559.6992,4
2833904,9377,2021-11-07 00:00:00,2758,67585.8984,6
2956295,9790,2020-11-12 00:00:00,2791,36578.8984,6
2956533,9790,2019-03-10 00:00:00,8100,37559.8984,4
2963538,9814,2018-02-23 00:00:00,11822,24122,1
3022578,10022,2020-12-06 00:00:00,7678,73385.2031,6
99069,339,2021-07-12 00:00:00,46807,96462.8984,3
99187,339,2020-03-11 00:00:00,15234,30201.0996,2
99255,339,2020-06-30 00:00:00,30,25438.3008,4
498302,1698,2020-02-28 00:00:00,14.6,35227.3984,4
516385,1766,2021-11-13 00:00:00,19608,38854.6992,1
516538,1766,2019-08-06 00:00:00,49,23267.5996,6
1736688,5891,2016-09-15 00:00:00,7200,49623.3984,4
1736792,5891,2021-05-26 00:00:00,16552,81247.2031,2
1737005,5891,2020-09-01 00:00:00,15400,91626.6016,4
1752722,5944,2021-03-10 00:00:00,4685,32603,6
1754218,5952,2020-08-10 00:00:00,35312,95579,3
1754396,5952,2017-06-08 00:00:00,1374,34170,6
1754515,5952,2021-05-14 00:00:00,3684,63492.8008,6
1754608,5952,2017-12-01 00:00:00,3728,52891.5,2
1754762,5952,2021-03-31 00:00:00,14.6,59390.6992,4
1787261,6062,2020-08-13 00:00:00,10608,68003.7031,6
1787380,6062,2020-11-30 00:00:00,14.6,60326.1016,4
1814652,6148,2020-10-09 00:00:00,7847,67364.3984,6
1814882,6148,2020-05-31 00:00:00,14.6,89349.2031,4
1814889,6148,2020-12-31 00:00:00,14.6,104878.2969,4
1814890,6148,2021-01-31 00:00:00,14.6,86153.5,4
1817816,6157,2020-12-11 00:00:00,9523,23059.8008,6
1817916,6157,2021-02-28 00:00:00,14.6,19362.1992,4
1817950,6157,2021-07-04 00:00:00,12500,42668.1016,4
1850509,6265,2020-01-24 00:00:00,8400,60541.8008,4
1852872,6273,2019-03-27 00:00:00,32244,61947.1016,1
1853144,6273,2021-04-30 00:00:00,14.6,60674.5,4
1876133,6353,2018-03-12 00:00:00,24423,61382.1016,1
1876232,6353,2020-06-05 00:00:00,586,44970.8984,6
1876319,6353,2021-09-10 00:00:00,5984,27617.9004,6
1876446,6353,2021-01-08 00:00:00,3000,35310.5,4
1876514,6353,2019-03-31 00:00:00,14.6,43851.1992,4
1876540,6353,2021-05-31 00:00:00,14.6,46847.8008,4
3669499,5215,2018-06-30 00:00:00,157,33377.1016,1
3670899,5442,2020-06-30 00:00:00,12.3,1637.8,1
3671811,5602,2019-10-31 00:00:00,395.6,94297.8984,1
3673349,5891,2016-11-30 00:00:00,193.1,39035,1
3674607,6148,2019-07-31 00:00:00,207.4,52852.3008,1
3675322,6265,2020-05-31 00:00:00,318.8,56734.8984,1
3675329,6265,2020-12-31 00:00:00,133.9,28979.9004,1
3675389,6273,2020-07-31 00:00:00,173.3,49123.1992,1
3675865,6353,2019-06-30 00:00:00,198.4,49576.1016,1
3678925,6924,2021-07-31 00:00:00,209.5,48854.5,1
3682818,9814,2020-04-30 00:00:00,366.1,92767,1
30009,97,2020-03-05 00:00:00,3,13659.2002,6
30180,97,2020-12-26 00:00:00,6500,46181.3984,4
34089,110,2020-01-13 00:00:00,23438,72340.3984,1
587723,2000,2021-01-30 00:00:00,1560,36976.8008,4
829467,2824,2019-01-05 00:00:00,1560,29842,4
2042621,6924,2018-02-09 00:00:00,3600,35366.6992,4
2044646,6930,2018-10-12 00:00:00,24193,63603.8008,1
2044728,6930,2019-07-27 00:00:00,900,27675.1992,4
2051904,6950,2020-06-05 00:00:00,34100,49328.1992,1
2078239,7045,2020-12-31 00:00:00,14.6,70579.5,4
2308017,7614,2019-07-17 00:00:00,12300,61339.8008,4
2315047,7637,2021-10-06 00:00:00,9397,46638.3008,6
2363894,7795,2021-03-10 00:00:00,7305,79766.2031,1
2364057,7795,2019-01-31 00:00:00,14.6,42736.1016,4
2364097,7795,2018-06-04 00:00:00,24300,49862.3008,4
3607687,2350,2020-05-31 00:00:00,222.3,45229.3984,1
634357,2167,2018-05-12 00:00:00,7094,50671.1016,6
634504,2167,2020-08-31 00:00:00,14.6,63556.3984,4
648954,2218,2021-11-30 00:00:00,14.6,65098.3008,4
651470,2227,2018-09-14 00:00:00,39245,94868.6016,1
2747224,9093,2020-05-09 00:00:00,1311,64285.3984,6
2798001,9265,2020-06-05 00:00:00,9493,40816.5,6
2798189,9265,2016-09-30 00:00:00,14.6,54734.3984,4
2820300,9337,2017-05-03 00:00:00,2200,17001.8008,4
2820351,9337,2021-08-20 00:00:00,1900,45547.1016,4
2820623,9337,2021-11-16 00:00:00,11900,54179.6016,1
2833798,9377,2020-10-18 00:00:00,30669,106547,1
2833951,9377,2021-10-12 00:00:00,3983,30597.4004,6
2834002,9377,2021-01-01 00:00:00,8700,79204.2969,4
2868397,9491,2021-03-25 00:00:00,11400,62669.3984,4
2872054,9504,2020-05-05 00:00:00,37085,70076.8984,3
2956452,9790,2021-12-07 00:00:00,2488,81042.7031,6
2963678,9814,2021-02-21 00:00:00,20820,51624.1016,2
2979287,9869,2020-07-12 00:00:00,5526,66034,6
3022556,10022,2021-02-12 00:00:00,4542.7002,39824.3008,6
89892,303,2021-04-09 00:00:00,3803,54375.8984,6
89899,303,2021-11-09 00:00:00,3803,59636,6
516695,1766,2020-01-13 00:00:00,4800,32079.3008,4
1736931,5891,2020-05-31 00:00:00,14.6,68186.5,4
1754332,5952,2018-02-09 00:00:00,3028,29642,6
1754655,5952,2018-01-19 00:00:00,2700,48321.1992,4
1754672,5952,2021-01-06 00:00:00,2700,66651.8984,5
1754740,5952,2019-05-31 00:00:00,14.6,65951.1016,4
1777847,6030,2021-01-23 00:00:00,1000,86913.2031,4
1787384,6062,2021-03-31 00:00:00,14.6,44552.6992,4
1814639,6148,2019-09-09 00:00:00,7847,41669.1016,6
1814649,6148,2020-07-09 00:00:00,7847,69055.7969,6
1814809,6148,2018-08-06 00:00:00,1560,39021.3008,4
1814860,6148,2018-07-31 00:00:00,14.6,40581.3008,4
1817920,6157,2021-06-30 00:00:00,14.6,55168.1016,4
1850353,6265,2019-12-04 00:00:00,47583,59183,1
1852877,6273,2019-11-16 00:00:00,24700,75774.5,1
1876272,6353,2017-10-10 00:00:00,5984,31305.1992,6
1879561,6363,2019-03-30 00:00:00,4320,38558.3984,4
1879621,6363,2019-07-31 00:00:00,14.6,47014.6016,4
3558074,846,2021-12-31 00:00:00,336.8,114007.2031,1
3562240,960,2018-08-31 00:00:00,218.3,40684.6016,1
274455,940,2021-06-11 00:00:00,48900,65378.8008,4
280193,960,2018-12-13 00:00:00,60016,85663,3
280371,960,2018-07-08 00:00:00,23073,22811.5,2
289891,993,2021-02-02 00:00:00,31755,64995.8008,1
688078,2350,2020-10-11 00:00:00,33454,111194.7031,1
688130,2350,2020-05-12 00:00:00,3328.2,50270.1992,6
688212,2350,2021-03-14 00:00:00,5263,67569.1016,6
688219,2350,2021-10-14 00:00:00,5263,63742.5,6
688316,2350,2020-05-31 00:00:00,6800,38414.8008,4
1427242,4863,2020-04-12 00:00:00,6036,65436.3008,6
1427378,4863,2020-04-06 00:00:00,10700,39770.6016,4
1501955,5120,2018-01-31 00:00:00,14.6,16797.5,4
1524559,5196,2020-07-22 00:00:00,42989,43289,1
1524653,5196,2021-11-13 00:00:00,7905,55735.8984,6
1530396,5213,2019-12-05 00:00:00,70071,116732.3984,3
1531089,5215,2018-10-05 00:00:00,2,29646.6992,6
1531282,5215,2016-11-10 00:00:00,870,49273,6
1531391,5215,2019-12-07 00:00:00,1100,53799.8008,4
1602743,5442,2016-12-08 00:00:00,2070,202,6
1650196,5593,2020-12-02 00:00:00,5106,25199.1992,1
1650436,5593,2020-07-16 00:00:00,54100,65802.3984,4
1652612,5602,2020-12-02 00:00:00,2600,19981.3008,1
1657332,5622,2018-07-07 00:00:00,6327,50320.1992,6
3582305,1580,2019-06-30 00:00:00,267,39806.1016,1
3592080,1862,2019-12-31 00:00:00,251.1,60593.6992,1
40415,132,2019-07-30 00:00:00,14665,103239,1
435542,1480,2020-10-30 00:00:00,28347,60947.1016,1
435703,1480,2020-01-29 00:00:00,7200,34811.3984,4
791554,2699,2021-03-13 00:00:00,3800,64098,4
1945878,6592,2019-11-02 00:00:00,29603,29903,1
1963014,6649,2020-02-28 00:00:00,14.6,26482.5996,4
2042640,6924,2019-09-12 00:00:00,4059.5,43770.8984,6
2042819,6924,2018-03-22 00:00:00,10200,35755.1992,4
2079611,7049,2021-08-08 00:00:00,25200,66148.1016,4
2315013,7637,2021-12-08 00:00:00,36178,90451.7031,1
2343778,7733,2021-02-27 00:00:00,14100,49365,4
2343805,7733,2020-09-30 00:00:00,30,61680.8008,4
2347112,7745,2021-09-24 00:00:00,11356,70800.2969,1
2350040,7753,2018-10-31 00:00:00,14.6,42137.1992,4
2364134,7795,2020-07-23 00:00:00,14700,55851,4
3603330,2218,2020-06-30 00:00:00,254.4,54199.8984,1
3603706,2227,2019-08-31 00:00:00,191.4,64171,1
3603726,2227,2021-04-30 00:00:00,281.8,43955.3984,1
634373,2167,2019-09-12 00:00:00,7094,46640.6992,6
648736,2218,2021-11-05 00:00:00,41038,127237.5,3
651796,2227,2019-04-30 00:00:00,30,20059,4
651900,2227,2021-11-11 00:00:00,45200,64179.8984,4
947324,3229,2021-08-05 00:00:00,48742,78851.8984,1
947458,3229,2020-11-11 00:00:00,6411,43465.8008,6
2747133,9093,2018-10-07 00:00:00,18942,63115.8984,1
2747272,9093,2018-05-07 00:00:00,2617,52009.6992,6
