AccountID,StatementFrequency,OpenedDate
1037,Monthly,2020-02-18
1038,Monthly,2018-04-20
1039,Weekly,2016-05-10
1040,Monthly,2019-05-18
1042,Monthly,2017-04-03
1043,Monthly,2020-08-13
1044,Monthly,2018-11-09
1045,Monthly,2019-05-09
1046,Monthly,2018-04-14
1047,Monthly,2017-06-13
1048,Monthly,2016-05-05
1049,Monthly,2020-12-04
1050,Issuance After Transaction,2016-02-24
1051,Monthly,2016-10-21
1052,Monthly,2016-09-27
1053,Monthly,2017-05-25
1054,Monthly,2016-02-19
1055,Monthly,2019-12-12
1056,Weekly,2019-12-28
1057,Monthly,2016-08-23
1058,Monthly,2019-06-11
1059,Monthly,2018-05-30
1060,Monthly,2019-10-20
1061,Monthly,2020-10-17
1062,Monthly,2016-07-11
1063,Monthly,2019-09-19
1064,Monthly,2020-09-29
1065,Monthly,2016-03-27
1066,Weekly,2019-09-15
1067,Monthly,2019-09-10
1068,Monthly,2020-02-15
1069,Monthly,2016-07-24
1070,Monthly,2019-04-23
1071,Weekly,2016-05-10
1072,Monthly,2020-12-09
1073,Monthly,2017-02-27
1074,Monthly,2019-05-16
1075,Monthly,2018-07-13
1076,Monthly,2017-10-30
1077,Monthly,2016-03-03
1078,Monthly,2019-07-12
1079,Monthly,2016-09-14
1080,Monthly,2016-12-27
1081,Monthly,2019-12-21
1082,Monthly,2019-06-08
1083,Monthly,2019-12-06
1085,Monthly,2020-09-11
1086,Monthly,2019-06-17
1087,Monthly,2019-06-26
1088,Monthly,2016-12-19
1089,Monthly,2018-10-10
1090,Monthly,2019-10-19
1091,Monthly,2016-09-09
1092,Monthly,2018-06-06
1093,Monthly,2019-01-14
1094,Monthly,2019-07-10
1095,Monthly,2020-06-18
1096,Monthly,2020-03-03
1097,Monthly,2019-06-22
1098,Monthly,2016-12-28
1100,Monthly,2019-09-23
1101,Monthly,2020-09-22
1102,Monthly,2019-02-19
1103,Monthly,2018-07-09
1104,Monthly,2018-12-07
1105,Monthly,2017-09-01
1106,Weekly,2016-08-29
1107,Monthly,2016-09-08
1108,Monthly,2018-03-09
1109,Monthly,2017-10-27
1110,Monthly,2020-07-10
1111,Monthly,2019-02-16
1112,Monthly,2018-02-03
1113,Monthly,2019-09-23
1114,Weekly,2016-11-13
1115,Monthly,2016-03-27
1116,Monthly,2016-07-20
1117,Monthly,2019-08-29
1118,Monthly,2016-07-04
1120,Monthly,2016-10-05
1121,Monthly,2019-04-17
1122,Monthly,2018-08-12
1123,Monthly,2016-11-01
1124,Monthly,2019-06-02
1125,Weekly,2020-11-21
1126,Monthly,2016-03-08
1127,Monthly,2016-01-27
1128,Monthly,2016-11-21
1129,Monthly,2018-03-03
1130,Monthly,2020-05-11
1132,Weekly,2016-02-03
1133,Monthly,2016-11-01
1134,Monthly,2016-02-09
1135,Monthly,2018-07-17
1136,Monthly,2016-08-07
1137,Monthly,2018-12-19
1138,Monthly,2020-04-07
1139,Issuance After Transaction,2019-01-20
1140,Monthly,2020-11-07
1141,Monthly,2020-02-16
1142,Monthly,2018-10-19
1144,Monthly,2016-01-28
1145,Monthly,2016-07-03
1146,Monthly,2016-09-12
1147,Monthly,2016-04-10
1149,Monthly,2018-09-07
1150,Monthly,2020-10-08
1151,Monthly,2018-06-23
1152,Monthly,2016-04-15
1153,Monthly,2016-12-29
1154,Weekly,2020-08-29
1155,Monthly,2019-10-04
1156,Monthly,2020-12-09
1157,Monthly,2016-03-27
1158,Monthly,2017-04-03
1159,Monthly,2017-02-09
1160,Weekly,2019-07-29
1161,Monthly,2016-05-08
1164,Monthly,2017-01-14
1165,Monthly,2020-03-23
1166,Monthly,2016-04-21
1168,Monthly,2017-11-03
1169,Issuance After Transaction,2017-03-02
1170,Monthly,2019-03-26
1171,Monthly,2020-12-20
1172,Monthly,2020-10-25
1173,Monthly,2019-09-22
1174,Monthly,2018-03-21
1176,Monthly,2019-10-24
1177,Monthly,2020-12-20
1178,Monthly,2020-05-04
1179,Monthly,2016-01-23
1180,Monthly,2016-05-19
1181,Monthly,2020-08-20
1182,Monthly,2020-02-11
1183,Monthly,2018-05-08
1184,Monthly,2017-05-06
1185,Monthly,2020-06-07
1186,Monthly,2020-12-17
1187,Monthly,2019-07-28
1188,Monthly,2019-07-22
1189,Monthly,2016-03-19
1190,Monthly,2019-09-09
1192,Monthly,2019-05-02
1193,Monthly,2017-01-05
1194,Monthly,2017-04-15
1195,Monthly,2019-12-27
1196,Monthly,2019-01-16
1197,Monthly,2016-09-07
1198,Monthly,2020-04-20
1199,Monthly,2020-03-18
1200,Monthly,2016-05-07
1201,Monthly,2016-07-23
1203,Monthly,2018-08-09
1204,Monthly,2016-12-03
1205,Monthly,2017-10-08
1206,Monthly,2018-10-21
1207,Monthly,2016-06-08
1208,Monthly,2020-11-09
1209,Monthly,2020-10-23
1210,Monthly,2019-05-21
1211,Monthly,2019-08-09
1212,Monthly,2018-12-18
1213,Monthly,2019-05-08
1214,Monthly,2020-01-19
1215,Monthly,2020-03-04
1216,Monthly,2019-03-01
1217,Monthly,2016-10-25
1218,Monthly,2019-12-12
1219,Monthly,2019-06-08
1220,Monthly,2018-07-15
1221,Monthly,2020-01-02
1222,Monthly,2016-01-20
1223,Monthly,2019-08-10
1225,Monthly,2016-12-14
1226,Monthly,2019-10-23
1227,Monthly,2019-01-13
1228,Monthly,2018-04-09
1229,Monthly,2020-12-10
1230,Monthly,2020-05-03
1231,Monthly,2017-01-18
1232,Monthly,2019-07-06
1233,Monthly,2019-02-08
1234,Monthly,2016-09-13
1235,Monthly,2016-11-23
1236,Monthly,2016-05-05
1237,Monthly,2017-03-13
1238,Monthly,2018-10-29
1239,Monthly,2016-04-10
1240,Monthly,2020-09-11
1241,Monthly,2019-07-02
1242,Issuance After Transaction,2019-11-24
1243,Monthly,2019-01-07
1244,Monthly,2019-05-08
1245,Monthly,2020-11-12
1246,Monthly,2017-08-18
1247,Monthly,2016-06-08
1248,Monthly,2018-04-29
1249,Monthly,2018-03-30
1250,Monthly,2019-03-28
1251,Weekly,2018-07-18
1252,Weekly,2018-07-26
1253,Monthly,2020-04-13
1254,Monthly,2018-03-28
1255,Monthly,2020-07-02
1256,Monthly,2017-04-21
1257,Monthly,2018-10-11
1258,Monthly,2019-09-01
1259,Monthly,2020-04-12
1260,Monthly,2019-11-17
1261,Monthly,2018-03-18
1262,Monthly,2020-01-19
1263,Weekly,2019-01-09
1264,Monthly,2020-02-16
1265,Monthly,2019-02-25
1266,Monthly,2019-07-01
1267,Monthly,2019-08-05
1268,Monthly,2016-07-25
1269,Monthly,2017-03-28
1270,Issuance After Transaction,2019-06-07
1271,Monthly,2019-06-18
1272,Weekly,2016-05-25
1273,Monthly,2017-03-25
1274,Weekly,2019-08-19
1275,Monthly,2019-06-26
1276,Monthly,2016-01-07
1277,Monthly,2016-06-20
1279,Monthly,2020-10-13
1280,Monthly,2018-05-03
1281,Monthly,2020-04-14
1284,Monthly,2020-07-02
1285,Monthly,2016-06-04
1286,Issuance After Transaction,2016-11-23
1287,Monthly,2018-03-04
1288,Monthly,2016-11-27
1289,Monthly,2019-07-07
1291,Monthly,2017-07-04
1292,Monthly,2017-09-03
1293,Monthly,2019-09-03
1294,Monthly,2017-11-27
1295,Monthly,2017-10-28
1296,Monthly,2019-12-02
1297,Monthly,2016-07-27
1298,Monthly,2019-01-20
1299,Monthly,2016-06-21
1301,Monthly,2017-09-15
1302,Monthly,2016-11-21
1303,Monthly,2020-09-08
1304,Monthly,2019-04-27
1305,Monthly,2016-08-25
1306,Monthly,2018-03-22
1307,Monthly,2017-12-05
1308,Monthly,2019-09-25
1309,Monthly,2018-04-15
1310,Monthly,2019-02-22
1311,Monthly,2019-01-03
1312,Monthly,2017-10-15
1313,Monthly,2020-10-01
1314,Monthly,2016-12-03
1315,Monthly,2018-04-17
1316,Monthly,2019-12-13
1317,Monthly,2017-02-18
1318,Monthly,2020-12-22
1319,Issuance After Transaction,2020-08-08
1320,Monthly,2019-11-18
1321,Monthly,2020-03-27
1322,Monthly,2016-07-05
1323,Monthly,2019-05-20
1324,Monthly,2019-11-05
1325,Monthly,2019-08-08
1326,Monthly,2019-11-11
1327,Monthly,2017-08-24
1328,Monthly,2019-05-04
1329,Monthly,2019-09-16
1330,Monthly,2019-10-22
1331,Monthly,2018-01-03
1332,Monthly,2016-03-25
1333,Monthly,2017-09-29
1334,Monthly,2016-05-14
1335,Monthly,2018-09-21
1336,Monthly,2020-02-26
1337,Monthly,2016-09-01
1338,Monthly,2016-01-11
1339,Monthly,2020-07-06
1340,Monthly,2020-10-28
1341,Monthly,2018-11-21
1342,Monthly,2020-10-09
1344,Issuance After Transaction,2018-07-16
1345,Monthly,2016-10-19
1346,Monthly,2020-07-01
1347,Monthly,2019-11-24
1348,Monthly,2020-11-12
1349,Monthly,2019-03-05
1350,Weekly,2019-08-25
1351,Monthly,2019-03-29
1352,Monthly,2017-09-23
1353,Monthly,2017-04-21
1354,Monthly,2020-06-21
1355,Monthly,2020-08-16
1356,Monthly,2020-02-01
1357,Monthly,2018-11-20
1358,Monthly,2019-04-21
1359,Monthly,2016-12-02
1360,Monthly,2017-08-14
1361,Monthly,2019-12-09
1362,Monthly,2019-12-19
1363,Monthly,2020-03-23
1365,Monthly,2019-03-15
1366,Monthly,2016-02-24
1367,Monthly,2019-08-20
1368,Monthly,2019-12-12
1369,Monthly,2019-03-23
1370,Monthly,2019-09-25
1371,Monthly,2017-04-27
1372,Monthly,2016-03-16
1373,Monthly,2016-06-12
1374,Monthly,2019-09-26
1375,Monthly,2017-04-27
1376,Monthly,2018-09-20
1377,Monthly,2019-09-25
1378,Monthly,2016-03-04
1379,Monthly,2020-10-01
1380,Monthly,2019-02-19
1381,Monthly,2016-11-01
1382,Monthly,2016-08-03
1383,Monthly,2019-04-15
1384,Weekly,2019-03-28
1385,Monthly,2020-05-08
1387,Monthly,2020-01-01
1388,Monthly,2017-05-02
1389,Monthly,2020-08-05
1390,Monthly,2019-12-30
1391,Monthly,2019-12-21
1392,Monthly,2016-04-28
1393,Monthly,2019-11-24
1394,Monthly,2017-12-27
1395,Monthly,2018-11-21
1396,Monthly,2019-06-26
1397,Monthly,2016-03-22
1398,Monthly,2017-08-18
1399,Monthly,2019-05-20
1401,Monthly,2016-08-12
1402,Monthly,2016-03-26
1403,Monthly,2018-11-02
1404,Weekly,2016-09-22
1405,Monthly,2019-06-04
1406,Monthly,2017-03-04
1407,Issuance After Transaction,2020-04-11
1408,Monthly,2019-09-07
1410,Monthly,2016-09-11
1411,Monthly,2016-07-09
1412,Monthly,2016-05-18
1413,Monthly,2018-06-07
1414,Monthly,2018-01-17
1416,Weekly,2016-07-12
1417,Monthly,2017-12-20
1418,Monthly,2020-02-09
1419,Monthly,2016-12-22
1420,Monthly,2018-06-08
1421,Monthly,2017-10-05
1422,Monthly,2016-04-09
1423,Monthly,2018-09-08
1424,Monthly,2020-05-20
1425,Monthly,2016-07-06
1426,Monthly,2018-10-27
1427,Monthly,2018-10-08
1429,Monthly,2016-07-30
1430,Monthly,2020-02-13
1431,Monthly,2019-06-11
1432,Monthly,2020-07-19
1434,Monthly,2020-08-08
1435,Monthly,2019-12-01
1436,Monthly,2017-12-07
1437,Monthly,2018-01-13
1438,Weekly,2020-09-18
1439,Monthly,2019-01-27
1440,Monthly,2016-09-22
1441,Monthly,2017-10-25
1442,Monthly,2016-05-23
1443,Monthly,2020-09-27
1444,Monthly,2019-06-16
1445,Monthly,2019-03-16
1446,Monthly,2018-01-18
1447,Monthly,2020-02-20
1448,Monthly,2018-10-07
1449,Monthly,2016-08-26
1450,Monthly,2019-04-07
1451,Monthly,2016-06-24
1452,Monthly,2018-09-16
1453,Weekly,2016-09-25
1454,Monthly,2020-07-25
1455,Monthly,2019-01-03
1456,Monthly,2019-04-12
1458,Monthly,2017-01-03
1459,Monthly,2020-03-26
1460,Monthly,2019-11-29
1461,Monthly,2019-04-07
1463,Monthly,2019-09-25
1464,Monthly,2019-10-21
1465,Monthly,2018-06-08
1466,Weekly,2020-03-26
1467,Monthly,2017-04-27
1468,Monthly,2016-10-11
1469,Monthly,2018-12-15
1470,Monthly,2017-02-10
1471,Monthly,2019-07-21
1472,Monthly,2018-07-20
1473,Monthly,2019-04-16
1474,Monthly,2019-09-14
1475,Weekly,2016-06-14
1476,Monthly,2016-04-26
1477,Monthly,2016-02-08
1478,Monthly,2019-10-30
1479,Monthly,2018-04-04
1480,Weekly,2019-07-03
1481,Monthly,2016-01-17
1482,Monthly,2019-12-08
1483,Monthly,2019-01-09
1484,Monthly,2019-09-23
1485,Monthly,2016-10-03
1486,Monthly,2019-01-15
1487,Monthly,2016-09-10
1488,Monthly,2020-04-29
1490,Monthly,2019-07-25
1491,Monthly,2020-06-11
1492,Monthly,2019-10-17
1493,Monthly,2016-01-09
1494,Monthly,2020-10-08
1495,Monthly,2016-11-01
1496,Monthly,2018-02-05
1497,Monthly,2016-07-16
1498,Weekly,2020-02-07
1499,Monthly,2016-11-28
1500,Monthly,2019-10-01
1501,Monthly,2019-08-11
1502,Monthly,2019-10-02
1503,Monthly,2019-04-10
1504,Monthly,2019-08-26
1505,Monthly,2016-04-23
1506,Monthly,2020-10-13
1507,Monthly,2016-08-03
1508,Monthly,2019-01-22
1509,Monthly,2017-05-19
1510,Monthly,2019-03-11
1511,Issuance After Transaction,2017-03-13
1512,Monthly,2017-01-08
1513,Monthly,2016-08-23
1514,Monthly,2020-07-01
1515,Monthly,2016-06-11
1516,Monthly,2016-10-08
1517,Monthly,2019-08-24
1518,Monthly,2016-04-21
1519,Monthly,2018-06-14
1520,Monthly,2018-08-08
1521,Monthly,2019-04-04
1522,Monthly,2020-08-02
1523,Issuance After Transaction,2020-11-24
1524,Monthly,2020-02-20
1525,Monthly,2019-09-05
1526,Monthly,2018-01-22
1527,Issuance After Transaction,2016-11-17
1528,Monthly,2019-06-08
1529,Monthly,2019-04-28
1530,Monthly,2018-05-27
1532,Monthly,2019-09-19
1534,Monthly,2016-05-24
1535,Monthly,2016-03-20
1536,Weekly,2016-01-22
1537,Monthly,2020-06-06
1538,Monthly,2019-09-20
1539,Issuance After Transaction,2016-01-03
1540,Monthly,2018-03-29
1541,Monthly,2019-10-18
1542,Monthly,2019-04-25
1543,Monthly,2019-04-14
1544,Monthly,2016-07-14
1545,Monthly,2016-03-08
1546,Monthly,2019-11-20
1547,Monthly,2016-09-14
1548,Monthly,2018-01-27
1549,Monthly,2019-11-21
1550,Monthly,2019-04-15
1551,Monthly,2020-06-18
1552,Monthly,2017-01-02
1553,Monthly,2019-12-21
1554,Monthly,2017-11-15
1555,Monthly,2019-11-10
1556,Monthly,2019-09-15
1557,Monthly,2019-12-13
1558,Monthly,2019-10-06
1559,Monthly,2017-10-08
1560,Monthly,2020-04-14
1561,Monthly,2018-04-01
1562,Monthly,2018-08-30
1563,Monthly,2019-08-14
1564,Monthly,2019-03-05
1565,Monthly,2016-10-20
1566,Monthly,2016-07-07
1567,Monthly,2020-08-19
1568,Monthly,2018-07-15
1570,Monthly,2017-03-12
1571,Monthly,2019-07-29
1572,Monthly,2020-10-21
1573,Monthly,2020-12-29
1574,Monthly,2020-05-28
1575,Monthly,2016-02-27
1576,Weekly,2019-08-06
1577,Monthly,2019-10-16
1578,Monthly,2017-12-01
1579,Monthly,2017-08-09
1580,Monthly,2019-01-08
1581,Monthly,2018-10-12
1582,Monthly,2019-05-01
1583,Issuance After Transaction,2017-11-17
1584,Monthly,2016-05-27
1585,Monthly,2019-02-23
1586,Monthly,2019-10-03
1587,Monthly,2019-12-11
1588,Monthly,2016-12-11
1589,Monthly,2016-08-07
1590,Monthly,2018-04-07
1591,Monthly,2019-01-10
1592,Monthly,2017-08-18
1593,Monthly,2019-08-22
1594,Monthly,2020-04-06
1596,Monthly,2020-10-05
1597,Monthly,2018-07-04
1598,Monthly,2020-04-12
1599,Monthly,2018-11-10
1600,Monthly,2019-09-13
1601,Monthly,2016-02-09
1602,Monthly,2016-09-19
1603,Monthly,2016-05-09
1604,Monthly,2016-12-16
1605,Monthly,2016-12-16
1606,Monthly,2019-03-07
1607,Monthly,2019-04-20
1608,Monthly,2020-10-08
1609,Monthly,2019-07-05
1610,Monthly,2016-05-17
1611,Monthly,2019-02-11
1612,Monthly,2019-02-12
1613,Monthly,2018-09-13
1614,Monthly,2019-05-07
1615,Monthly,2020-10-20
1616,Monthly,2020-02-07
1617,Monthly,2016-06-01
1618,Monthly,2019-12-18
1619,Monthly,2020-02-24
1620,Monthly,2018-06-08
1621,Monthly,2016-12-01
1622,Monthly,2019-04-12
1623,Monthly,2019-02-04
1624,Monthly,2019-04-22
1625,Monthly,2018-01-17
1626,Monthly,2017-03-15
1627,Monthly,2017-01-20
1628,Monthly,2016-01-10
1629,Monthly,2018-11-02
1630,Monthly,2016-07-28
1631,Monthly,2019-09-27
1632,Weekly,2019-01-13
1633,Monthly,2018-02-22
1634,Monthly,2017-06-04
1635,Monthly,2016-12-29
1636,Monthly,2020-04-08
1637,Monthly,2016-01-08
1638,Weekly,2019-11-12
1640,Monthly,2018-09-01
1641,Monthly,2019-04-22
1642,Monthly,2018-05-27
1644,Monthly,2016-05-09
1645,Monthly,2019-10-16
1646,Weekly,2019-05-27
1647,Monthly,2020-07-09
1648,Monthly,2020-08-08
1649,Monthly,2016-01-26
1650,Monthly,2020-12-06
1651,Monthly,2020-01-23
1652,Monthly,2016-05-20
1653,Monthly,2017-09-19
1654,Monthly,2019-08-05
1655,Monthly,2019-04-15
1656,Monthly,2020-02-01
1657,Monthly,2020-11-04
1658,Monthly,2016-05-10
1659,Monthly,2019-12-25
1660,Monthly,2018-09-22
1662,Monthly,2020-08-11
1663,Monthly,2019-11-02
1664,Monthly,2016-11-15
1665,Monthly,2020-04-15
1666,Monthly,2016-10-30
1667,Monthly,2019-08-18
1668,Monthly,2020-03-07
1669,Monthly,2019-09-19
1670,Monthly,2019-01-02
1671,Monthly,2016-05-05
1672,Monthly,2019-05-08
1673,Monthly,2016-12-08
1674,Monthly,2018-09-15
1675,Monthly,2016-02-01
1677,Monthly,2020-01-08
1678,Monthly,2016-02-22
1679,Monthly,2019-09-05
1680,Monthly,2016-12-10
1681,Monthly,2020-07-11
1682,Monthly,2018-12-22
1683,Monthly,2019-11-01
1684,Weekly,2016-07-10
1685,Monthly,2018-12-13
1686,Monthly,2016-11-18
1687,Monthly,2020-04-18
1688,Monthly,2016-02-27
1689,Monthly,2016-09-07
1690,Monthly,2018-10-07
1691,Monthly,2018-11-08
1692,Monthly,2018-03-29
1693,Issuance After Transaction,2020-04-29
1694,Weekly,2016-08-29
1695,Monthly,2016-01-03
1696,Monthly,2018-06-09
1697,Monthly,2020-05-17
1698,Monthly,2019-03-14
1699,Monthly,2016-01-14
1700,Monthly,2018-11-18
1701,Monthly,2016-08-10
1702,Monthly,2018-02-27
1703,Monthly,2020-11-02
1704,Monthly,2018-09-22
1705,Monthly,2016-09-15
1706,Monthly,2018-01-05
1707,Monthly,2020-01-13
1708,Monthly,2017-11-21
1709,Monthly,2019-04-23
1710,Monthly,2020-05-25
1711,Monthly,2019-01-05
1712,Monthly,2019-11-25
1713,Monthly,2016-03-03
1714,Monthly,2017-09-08
1715,Monthly,2019-05-26
1716,Monthly,2019-05-02
1717,Monthly,2020-12-02
1718,Monthly,2020-09-23
1719,Monthly,2016-09-06
1720,Monthly,2018-05-16
1721,Monthly,2016-03-25
1722,Monthly,2019-03-11
1723,Monthly,2020-11-04
1724,Monthly,2020-06-07
1725,Issuance After Transaction,2018-07-03
1726,Monthly,2016-01-03
1727,Monthly,2020-10-11
1728,Monthly,2018-06-23
1729,Monthly,2020-09-08
1730,Monthly,2016-01-09
1731,Monthly,2016-01-14
1732,Monthly,2019-02-20
1733,Monthly,2019-04-20
1734,Monthly,2020-04-10
1735,Monthly,2019-12-04
1736,Monthly,2020-02-26
1737,Monthly,2019-02-13
1738,Monthly,2019-08-06
1739,Monthly,2019-07-08
1740,Monthly,2020-03-13
1741,Monthly,2018-05-10
1742,Monthly,2018-10-08
1743,Monthly,2016-06-04
1744,Monthly,2019-02-07
1745,Monthly,2019-10-19
1746,Monthly,2020-03-11
1747,Monthly,2020-08-14
1749,Monthly,2018-10-14
1750,Monthly,2016-01-26
1751,Monthly,2019-10-04
1752,Monthly,2019-05-08
1753,Monthly,2020-06-14
1754,Monthly,2019-12-01
1756,Monthly,2018-10-26
1757,Monthly,2018-03-27
1758,Monthly,2019-07-08
1759,Monthly,2019-01-25
1760,Monthly,2018-11-11
1761,Monthly,2016-08-24
1762,Monthly,2016-12-11
1763,Monthly,2019-03-06
1764,Monthly,2020-09-04
1765,Monthly,2019-07-21
1766,Monthly,2017-09-03
1767,Monthly,2016-10-20
1768,Monthly,2016-12-20
1769,Monthly,2018-01-25
1770,Monthly,2017-02-08
1771,Monthly,2016-03-28
1772,Weekly,2018-02-20
1773,Monthly,2016-04-19
1774,Monthly,2019-09-10
1775,Monthly,2016-02-27
1776,Monthly,2020-07-27
1777,Monthly,2019-10-10
1778,Monthly,2018-02-25
1779,Monthly,2016-08-15
1780,Monthly,2016-04-02
1781,Monthly,2019-06-23
1782,Monthly,2016-05-12
1783,Monthly,2020-09-11
1784,Monthly,2016-05-08
1785,Monthly,2019-10-25
1786,Monthly,2016-05-25
1787,Weekly,2016-03-22
1788,Monthly,2017-01-04
1789,Monthly,2016-10-23
1790,Monthly,2020-09-08
1791,Monthly,2019-02-03
1792,Monthly,2016-12-16
1793,Monthly,2018-06-10
1794,Monthly,2020-07-23
1795,Monthly,2020-08-21
1796,Monthly,2018-10-14
1797,Monthly,2017-08-01
1798,Monthly,2020-11-28
1799,Monthly,2019-09-13
1800,Monthly,2019-03-14
1801,Monthly,2016-02-13
1802,Monthly,2018-03-10
1803,Monthly,2018-07-29
1804,Weekly,2016-09-23
1805,Monthly,2016-02-02
1806,Monthly,2016-01-19
1807,Monthly,2020-10-15
1808,Monthly,2020-05-16
1809,Weekly,2016-11-12
1810,Monthly,2018-09-03
1811,Monthly,2016-09-22
1812,Monthly,2019-10-08
1813,Monthly,2017-02-11
1814,Monthly,2020-09-23
1815,Monthly,2016-04-17
1816,Monthly,2016-10-08
1817,Monthly,2019-12-16
1818,Monthly,2020-02-25
1819,Weekly,2019-10-21
1820,Monthly,2017-04-22
1821,Monthly,2018-04-07
1822,Monthly,2016-05-05
1823,Monthly,2019-09-28
1824,Monthly,2017-01-17
1825,Monthly,2018-12-05
1826,Monthly,2017-05-22
1827,Monthly,2016-09-06
1828,Monthly,2017-09-28
1829,Monthly,2016-02-27
1830,Monthly,2016-02-08
1831,Monthly,2016-09-21
1832,Monthly,2019-04-01
1833,Monthly,2020-11-15
1834,Monthly,2016-08-03
1835,Monthly,2017-12-24
1836,Monthly,2019-02-15
1837,Monthly,2016-06-24
1838,Monthly,2017-05-26
1839,Monthly,2020-06-22
1840,Monthly,2020-01-22
1841,Monthly,2020-06-12
1843,Monthly,2016-01-30
1844,Monthly,2016-01-06
1845,Monthly,2020-08-20
1846,Monthly,2018-06-17
1847,Monthly,2019-04-04
1848,Monthly,2017-08-04
1851,Monthly,2016-05-23
1852,Monthly,2016-07-05
1853,Monthly,2020-01-29
1854,Monthly,2020-02-02
1855,Monthly,2019-10-27
1856,Monthly,2017-06-19
1857,Monthly,2020-08-18
1858,Monthly,2018-02-18
1859,Monthly,2019-02-02
1860,Monthly,2020-01-02
1861,Monthly,2016-07-02
1862,Weekly,2018-04-15
1863,Monthly,2020-04-01
1865,Monthly,2017-05-04
1866,Monthly,2020-11-17
1867,Monthly,2018-11-15
1868,Weekly,2020-11-29
1869,Monthly,2019-06-14
1870,Monthly,2017-06-25
1871,Monthly,2017-05-10
1872,Monthly,2020-09-17
1874,Monthly,2016-03-27
1875,Monthly,2016-08-21
1876,Monthly,2020-09-20
1877,Monthly,2016-12-13
1878,Weekly,2017-09-13
1879,Monthly,2017-05-13
1880,Monthly,2017-02-25
1881,Monthly,2020-08-17
1882,Monthly,2016-12-21
1884,Monthly,2019-12-24
1885,Monthly,2019-08-13
1886,Monthly,2019-03-05
1887,Monthly,2016-05-09
1888,Monthly,2019-10-21
1889,Monthly,2018-02-06
1890,Weekly,2020-07-20
1891,Monthly,2016-04-10
1892,Monthly,2016-07-13
1893,Monthly,2019-07-20
1894,Monthly,2019-08-29
1895,Monthly,2019-07-12
1896,Monthly,2016-10-05
1897,Issuance After Transaction,2019-03-05
1898,Monthly,2016-04-01
1899,Monthly,2019-11-05
1900,Monthly,2019-07-27
1901,Monthly,2018-12-01
1902,Weekly,2016-07-17
1903,Monthly,2019-07-05
1904,Monthly,2019-05-18
1905,Monthly,2019-05-25
1906,Monthly,2019-08-01
1907,Monthly,2020-03-25
1908,Monthly,2017-09-13
1909,Monthly,2016-01-12
1910,Monthly,2019-09-06
1911,Monthly,2017-08-21
1912,Monthly,2016-08-15
1913,Monthly,2019-06-06
1914,Monthly,2018-01-24
1915,Monthly,2020-04-14
1916,Monthly,2019-02-16
1917,Monthly,2018-12-13
1918,Monthly,2017-04-10
1919,Monthly,2017-12-04
1920,Monthly,2019-04-08
1921,Monthly,2020-06-27
1922,Monthly,2019-02-09
1924,Monthly,2019-05-16
1925,Monthly,2016-08-03
1926,Monthly,2016-01-06
1927,Monthly,2018-08-04
1928,Monthly,2020-03-02
1929,Monthly,2020-07-06
1930,Monthly,2016-06-27
1931,Monthly,2016-11-23
1932,Monthly,2019-04-03
1933,Monthly,2020-04-04
1934,Monthly,2017-10-05
1935,Monthly,2019-08-15
1936,Monthly,2018-07-18
1937,Monthly,2016-05-18
1938,Monthly,2017-06-25
1939,Weekly,2019-04-19
1940,Monthly,2016-12-22
1941,Monthly,2016-11-15
1943,Monthly,2019-11-26
1944,Monthly,2016-02-12
1945,Monthly,2018-11-09
1946,Monthly,2020-09-16
1947,Monthly,2016-11-12
1948,Monthly,2019-04-08
1949,Monthly,2017-05-04
1950,Monthly,2020-08-01
1951,Monthly,2020-08-07
1952,Monthly,2016-11-28
1953,Weekly,2020-05-15
1954,Monthly,2019-06-05
1955,Monthly,2018-01-07
1956,Monthly,2020-05-23
1957,Monthly,2019-09-18
1958,Monthly,2017-10-24
1959,Monthly,2016-12-24
1960,Monthly,2020-12-04
1961,Monthly,2018-08-30
1962,Monthly,2019-02-24
1963,Monthly,2019-02-03
1964,Monthly,2019-02-12
1965,Issuance After Transaction,2016-02-08
1966,Monthly,2016-02-12
1967,Weekly,2018-02-13
1968,Weekly,2020-10-14
1969,Monthly,2017-04-02
1970,Monthly,2016-12-08
1971,Monthly,2018-08-04
1972,Monthly,2016-01-02
1973,Monthly,2019-06-05
1974,Monthly,2018-06-01
1975,Monthly,2017-09-07
1976,Monthly,2020-03-25
1977,Monthly,2019-02-03
1978,Weekly,2016-06-11
1979,Monthly,2016-01-11
1980,Monthly,2019-03-16
1981,Monthly,2016-10-08
1982,Monthly,2020-05-08
1983,Monthly,2020-12-25
1984,Monthly,2016-11-07
1985,Monthly,2019-07-29
1986,Monthly,2018-04-04
1987,Monthly,2017-03-17
1988,Monthly,2019-12-30
1989,Monthly,2017-09-21
1990,Monthly,2016-06-09
1991,Monthly,2019-11-16
1992,Monthly,2020-09-27
1993,Monthly,2017-10-30
1994,Monthly,2018-07-19
1995,Monthly,2020-07-18
1996,Weekly,2019-05-08
1997,Monthly,2019-09-05
1998,Monthly,2016-06-17
1999,Monthly,2016-06-06
2000,Monthly,2020-08-06
2001,Monthly,2017-05-19
2002,Monthly,2016-04-08
2003,Monthly,2018-11-27
2004,Monthly,2019-08-04
2005,Monthly,2020-05-11
2006,Monthly,2020-06-16
2007,Monthly,2020-09-29
2008,Monthly,2016-04-16
2009,Monthly,2017-04-14
2010,Monthly,2016-12-27
